X	        Y		Z		Cp
4.1000E-04	1.9637E+00	1.6360E-03	1.1210E-01
3.6100E-04	1.9637E+00	1.4710E-03	1.2638E-01
3.1500E-04	1.9637E+00	1.3100E-03	1.4798E-01
2.7200E-04	1.9637E+00	1.1510E-03	1.6064E-01
2.2900E-04	1.9637E+00	9.9200E-04	1.7862E-01
1.8700E-04	1.9637E+00	8.2800E-04	1.8559E-01
1.4400E-04	1.9637E+00	6.5200E-04	2.0549E-01
9.5000E-05	1.9637E+00	4.4500E-04	2.6179E-01
0.0000E+00	1.9637E+00	0.0000E+00	2.9645E-01
-8.2000E-05	1.9637E+00	-4.4300E-04	3.0842E-01
-1.1600E-04	1.9637E+00	-6.4700E-04	3.5996E-01
-1.4200E-04	1.9637E+00	-8.1900E-04	3.8129E-01
-1.6500E-04	1.9637E+00	-9.7900E-04	3.8378E-01
-1.8500E-04	1.9637E+00	-1.1340E-03	4.0941E-01
-2.0400E-04	1.9637E+00	-1.2880E-03	4.2141E-01
-2.2100E-04	1.9637E+00	-1.4430E-03	4.4156E-01
-2.3700E-04	1.9637E+00	-1.6010E-03	4.5567E-01
-2.5200E-04	1.9637E+00	-1.7640E-03	4.7282E-01
-2.6500E-04	1.9637E+00	-1.9320E-03	4.9465E-01
-2.7600E-04	1.9637E+00	-2.1080E-03	5.1133E-01
-2.8600E-04	1.9637E+00	-2.2910E-03	5.3172E-01
-2.9300E-04	1.9637E+00	-2.4820E-03	5.5423E-01
-2.9800E-04	1.9637E+00	-2.6840E-03	5.7491E-01
-3.0000E-04	1.9637E+00	-2.8950E-03	5.9668E-01
-2.9900E-04	1.9637E+00	-3.1180E-03	6.2152E-01
-2.9300E-04	1.9637E+00	-3.3530E-03	6.4514E-01
-2.8300E-04	1.9637E+00	-3.6010E-03	6.7125E-01
-2.6600E-04	1.9637E+00	-3.8630E-03	6.9918E-01
-2.4300E-04	1.9637E+00	-4.1400E-03	7.2569E-01
-2.1200E-04	1.9637E+00	-4.4320E-03	7.5397E-01
-1.7200E-04	1.9637E+00	-4.7420E-03	7.8247E-01
-1.2000E-04	1.9637E+00	-5.0690E-03	8.1371E-01
-5.5000E-05	1.9637E+00	-5.4150E-03	8.4181E-01
2.4000E-05	1.9637E+00	-5.7800E-03	8.7173E-01
1.2200E-04	1.9637E+00	-6.1670E-03	9.0108E-01
2.4000E-04	1.9637E+00	-6.5760E-03	9.2756E-01
3.8100E-04	1.9637E+00	-7.0070E-03	9.5361E-01
